,Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
638,39,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,500,700,600,12 Feb 2018
639,40,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,700,600,11 Feb 2018
640,41,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,10 Feb 2018
641,42,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,09 Feb 2018
642,43,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,08 Feb 2018
643,44,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,07 Feb 2018
644,45,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,06 Feb 2018
645,46,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,05 Feb 2018
646,47,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,04 Feb 2018
647,48,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,03 Feb 2018
648,49,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,02 Feb 2018
649,50,Muktsar,Giddarbaha,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,400,400,16 Feb 2018
650,No Data Found,Mahendragarh-Narnaul,Narnaul,Indian Colza(Sarson),Other,FAQ,3900,3925,3925,21 Jul 2018
651,2,Mahendragarh-Narnaul,Narnaul,Indian Colza(Sarson),Other,FAQ,3800,3825,3825,20 Jul 2018
652,3,Mahendragarh-Narnaul,Narnaul,Indian Colza(Sarson),Other,FAQ,3350,3350,3350,23 May 2018
653,4,Mahendragarh-Narnaul,Narnaul,Indian Colza(Sarson),Other,FAQ,3520,3520,3520,21 May 2018
654,5,Mahendragarh-Narnaul,Narnaul,Indian Colza(Sarson),Other,FAQ,3280,3280,3280,19 May 2018
655,6,Mahendragarh-Narnaul,Narnaul,Indian Colza(Sarson),Other,FAQ,3380,3380,3380,18 May 2018
656,7,Mahendragarh-Narnaul,Narnaul,Indian Colza(Sarson),Other,FAQ,3380,3550,3550,17 May 2018
657,8,Mahendragarh-Narnaul,Narnaul,Indian Colza(Sarson),Other,FAQ,3350,3360,3360,16 May 2018
658,9,Mahendragarh-Narnaul,Narnaul,Indian Colza(Sarson),Other,FAQ,3390,3400,3400,15 May 2018
659,10,Sirsa,kalanwali,Indian Colza(Sarson),Other,FAQ,3506,3900,3506,07 Apr 2018
660,11,Mahendragarh-Narnaul,Narnaul,Indian Colza(Sarson),Other,FAQ,3900,3900,3900,21 Apr 2018
661,12,Mahendragarh-Narnaul,Narnaul,Indian Colza(Sarson),Other,FAQ,3900,3900,3900,20 Apr 2018
662,13,Mahendragarh-Narnaul,Narnaul,Indian Colza(Sarson),Other,FAQ,3900,3900,3900,19 Apr 2018
663,14,Mahendragarh-Narnaul,Narnaul,Indian Colza(Sarson),Other,FAQ,3900,3900,3900,18 Apr 2018
664,15,Mahendragarh-Narnaul,Narnaul,Indian Colza(Sarson),Other,FAQ,3371,3371,3371,17 Apr 2018
665,16,Mahendragarh-Narnaul,Narnaul,Indian Colza(Sarson),Other,FAQ,3180,3540,3540,16 Apr 2018
666,17,Mahendragarh-Narnaul,Narnaul,Indian Colza(Sarson),Other,FAQ,3150,3490,3380,14 Apr 2018
667,18,Mahendragarh-Narnaul,Narnaul,Indian Colza(Sarson),Other,FAQ,3300,3450,3450,12 Apr 2018
668,19,Mahendragarh-Narnaul,Narnaul,Indian Colza(Sarson),Other,FAQ,3300,3400,3400,11 Apr 2018
669,20,Mahendragarh-Narnaul,Narnaul,Indian Colza(Sarson),Other,FAQ,3258,3401,3401,10 Apr 2018
670,21,Mahendragarh-Narnaul,Narnaul,Indian Colza(Sarson),Other,FAQ,3225,3500,3440,09 Apr 2018
671,22,Mahendragarh-Narnaul,Narnaul,Indian Colza(Sarson),Other,FAQ,3290,3450,3345,07 Apr 2018
672,23,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,600,800,700,08 Apr 2018
673,24,Mahendragarh-Narnaul,Narnaul,Indian Colza(Sarson),Other,FAQ,3201,3201,3201,28 Mar 2018
674,25,Mahendragarh-Narnaul,Narnaul,Indian Colza(Sarson),Other,FAQ,3500,3500,3500,27 Mar 2018
675,26,Mewat,Nuh,Indian Colza(Sarson),Other,FAQ,3200,3400,3300,30 Mar 2018
676,27,Mewat,Nuh,Indian Colza(Sarson),Other,FAQ,3300,3400,3350,29 Mar 2018
677,28,Mewat,Nuh,Indian Colza(Sarson),Other,FAQ,3200,3500,3400,28 Mar 2018
678,29,Mewat,Nuh,Indian Colza(Sarson),Other,FAQ,3300,3500,3400,27 Mar 2018
679,30,Mewat,Nuh,Indian Colza(Sarson),Other,FAQ,3000,3450,3300,26 Mar 2018
680,31,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,500,700,600,31 Mar 2018
681,32,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,500,700,600,13 Mar 2018
682,33,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,800,1200,1000,09 Mar 2018
683,34,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,800,1000,900,08 Mar 2018
684,35,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,16 Feb 2018
685,36,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,15 Feb 2018
686,37,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,14 Feb 2018
687,38,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,13 Feb 2018
688,39,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,500,700,600,12 Feb 2018
689,40,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,700,600,11 Feb 2018
690,41,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,10 Feb 2018
691,42,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,09 Feb 2018
692,43,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,08 Feb 2018
693,44,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,07 Feb 2018
694,45,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,06 Feb 2018
695,46,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,05 Feb 2018
696,47,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,04 Feb 2018
697,48,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,03 Feb 2018
698,49,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,02 Feb 2018
699,50,Muktsar,Giddarbaha,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,400,400,16 Feb 2018
700,1,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,2000,2500,2200,28 Aug 2018
701,2,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,2000,2500,2200,27 Aug 2018
702,3,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,2000,2500,2200,26 Aug 2018
703,4,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,2000,2500,2200,25 Aug 2018
704,5,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,2000,2500,2200,24 Aug 2018
705,6,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,2000,2500,2200,22 Aug 2018
706,7,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,2000,2500,2200,21 Aug 2018
707,8,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,2000,2500,2200,20 Aug 2018
708,9,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,2000,2500,2200,19 Aug 2018
709,10,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,2000,2500,2200,18 Aug 2018
710,11,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,2000,2500,2200,17 Aug 2018
711,12,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,2000,2500,2200,16 Aug 2018
712,13,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,2000,2500,2200,15 Aug 2018
713,14,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,2000,2500,2200,14 Aug 2018
714,15,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,2000,2500,2200,13 Aug 2018
715,16,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,2000,2500,2200,28 Aug 2018
716,17,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,2000,2500,2200,27 Aug 2018
717,18,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,2000,2500,2200,26 Aug 2018
718,19,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,2000,2500,2200,25 Aug 2018
719,20,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,2000,2500,2200,24 Aug 2018
720,21,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,2000,2500,2200,23 Aug 2018
721,22,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,2000,2500,2200,22 Aug 2018
722,23,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,2000,2500,2200,21 Aug 2018
723,24,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,2000,2500,2200,20 Aug 2018
724,25,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,2000,2500,2200,19 Aug 2018
725,26,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,2000,2500,2200,18 Aug 2018
726,27,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,2000,2500,2200,16 Aug 2018
727,28,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,2000,2500,2200,15 Aug 2018
728,29,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,2000,2500,2200,14 Aug 2018
729,30,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,2000,2500,2200,13 Aug 2018
730,31,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,800,1200,1000,14 Aug 2018
731,32,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1200,1700,1500,13 Aug 2018
732,33,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,800,1200,1000,09 Mar 2018
733,34,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,800,1000,900,08 Mar 2018
734,35,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,16 Feb 2018
735,36,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,15 Feb 2018
736,37,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,14 Feb 2018
737,38,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,13 Feb 2018
738,39,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,500,700,600,12 Feb 2018
739,40,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,700,600,11 Feb 2018
740,41,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,10 Feb 2018
741,42,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,09 Feb 2018
742,43,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,08 Feb 2018
743,44,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,07 Feb 2018
744,45,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,06 Feb 2018
745,46,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,05 Feb 2018
746,47,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,04 Feb 2018
747,48,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,03 Feb 2018
748,49,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,02 Feb 2018
749,50,Muktsar,Giddarbaha,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,400,400,16 Feb 2018
750,1,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1000,1800,1500,13 Sep 2018
751,2,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1000,1800,1500,12 Sep 2018
752,3,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1000,1800,1500,11 Sep 2018
753,4,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1000,1800,1500,10 Sep 2018
754,5,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1000,1800,1500,09 Sep 2018
755,6,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1000,1800,1500,08 Sep 2018
756,7,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1000,1800,1500,07 Sep 2018
757,8,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1000,1800,1500,06 Sep 2018
758,9,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1000,1800,1500,05 Sep 2018
759,10,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,2000,2500,2200,04 Sep 2018
760,11,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,2000,2500,2200,03 Sep 2018
761,12,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,2000,2500,2200,02 Sep 2018
762,13,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,2000,2500,2200,01 Sep 2018
763,14,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,2000,2500,2200,31 Aug 2018
764,15,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,2000,2500,2200,30 Aug 2018
765,16,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,2000,2500,2200,29 Aug 2018
766,17,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1000,1800,1500,13 Sep 2018
767,18,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1000,1800,1500,12 Sep 2018
768,19,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1000,1800,1500,11 Sep 2018
769,20,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1000,1800,1500,10 Sep 2018
770,21,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1000,1500,1200,09 Sep 2018
771,22,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1000,1800,1500,08 Sep 2018
772,23,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1000,1800,1500,07 Sep 2018
773,24,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1000,1800,1500,06 Sep 2018
774,25,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1000,1800,1500,05 Sep 2018
775,26,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,2000,2500,2200,04 Sep 2018
776,27,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,2000,2500,2200,03 Sep 2018
777,28,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,2000,2500,2200,02 Sep 2018
778,29,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,2000,2500,2200,01 Sep 2018
779,30,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,2000,2500,2200,31 Aug 2018
780,31,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,2000,2500,2200,29 Aug 2018
781,32,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1700,1900,1800,11 Sep 2018
782,33,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1900,2000,2000,10 Sep 2018
783,34,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1400,1800,1700,09 Sep 2018
784,35,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1200,1500,1500,08 Sep 2018
785,36,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1800,2000,2000,07 Sep 2018
786,37,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1800,2000,2000,06 Sep 2018
787,38,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1800,2000,2000,05 Sep 2018
788,39,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1800,2000,2000,04 Sep 2018
789,40,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1500,2000,1800,03 Sep 2018
790,41,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1800,2000,2000,02 Sep 2018
791,42,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1500,1800,1800,31 Aug 2018
792,43,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1400,1700,1700,30 Aug 2018
793,44,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1500,1800,1700,29 Aug 2018
794,45,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,06 Feb 2018
795,46,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,05 Feb 2018
796,47,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,04 Feb 2018
797,48,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,03 Feb 2018
798,49,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,02 Feb 2018
799,50,Muktsar,Giddarbaha,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,400,400,16 Feb 2018
800,1,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1000,1800,1500,28 Sep 2018
801,2,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1000,1800,1500,27 Sep 2018
802,3,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1000,1800,1500,26 Sep 2018
803,4,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1000,1800,1500,25 Sep 2018
804,5,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1000,1800,1500,22 Sep 2018
805,6,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1000,1800,1500,20 Sep 2018
806,7,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1000,1800,1500,19 Sep 2018
807,8,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1000,1800,1500,18 Sep 2018
808,9,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1000,1800,1500,17 Sep 2018
809,10,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,800,1200,1000,16 Sep 2018
810,11,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1000,1800,1500,15 Sep 2018
811,12,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1000,1800,1500,14 Sep 2018
812,13,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1000,1800,1500,27 Sep 2018
813,14,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1500,2000,1800,26 Sep 2018
814,15,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1000,1800,1500,24 Sep 2018
815,16,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1000,1800,1500,23 Sep 2018
816,17,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1000,1800,1500,22 Sep 2018
817,18,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1000,1800,1500,21 Sep 2018
818,19,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1000,1800,1500,20 Sep 2018
819,20,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1000,1800,1500,19 Sep 2018
820,21,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1000,1800,1500,18 Sep 2018
821,22,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1000,1800,1500,17 Sep 2018
822,23,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1000,1800,1500,16 Sep 2018
823,24,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1000,1800,1500,15 Sep 2018
824,25,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1000,1800,1500,14 Sep 2018
825,26,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1000,1400,1300,26 Sep 2018
826,27,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,2600,2800,2800,23 Sep 2018
827,28,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1500,2000,1800,20 Sep 2018
828,29,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1200,1800,1700,19 Sep 2018
829,30,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1500,2000,1800,18 Sep 2018
830,31,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1400,1600,1500,17 Sep 2018
831,32,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1400,1900,1800,16 Sep 2018
832,33,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1500,1600,1600,14 Sep 2018
833,34,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1200,2000,1500,29 Sep 2018
834,35,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1200,2000,1500,28 Sep 2018
835,36,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1200,1800,1500,27 Sep 2018
836,37,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1600,2300,2000,26 Sep 2018
837,38,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,2000,2800,2500,25 Sep 2018
838,39,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1800,2000,2000,04 Sep 2018
839,40,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1500,2000,1800,03 Sep 2018
840,41,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1800,2000,2000,02 Sep 2018
841,42,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1500,1800,1800,31 Aug 2018
842,43,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1400,1700,1700,30 Aug 2018
843,44,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1500,1800,1700,29 Aug 2018
844,45,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,06 Feb 2018
845,46,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,05 Feb 2018
846,47,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,04 Feb 2018
847,48,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,03 Feb 2018
848,49,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,02 Feb 2018
849,50,Muktsar,Giddarbaha,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,400,400,16 Feb 2018
850,1,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1500,2000,1800,15 Oct 2018
851,2,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1500,2000,1800,14 Oct 2018
852,3,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1500,2200,1800,13 Oct 2018
853,4,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1500,2000,1800,12 Oct 2018
854,5,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1500,2000,1800,11 Oct 2018
855,6,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1500,2000,1800,10 Oct 2018
856,7,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1500,2000,1800,09 Oct 2018
857,8,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1500,2000,1800,06 Oct 2018
858,9,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1000,1800,1500,05 Oct 2018
859,10,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1000,1800,1500,04 Oct 2018
860,11,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1500,2000,1800,02 Oct 2018
861,12,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1500,2000,1800,01 Oct 2018
862,13,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,1000,1800,1500,30 Sep 2018
863,14,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1500,2000,1800,15 Oct 2018
864,15,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1500,2000,1800,14 Oct 2018
865,16,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1500,2000,1800,13 Oct 2018
866,17,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1500,2000,1800,12 Oct 2018
867,18,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1500,2000,1800,11 Oct 2018
868,19,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1500,2000,1800,10 Oct 2018
869,20,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,1500,2000,1800,09 Oct 2018
